gene,log2_neuron_over_glia
Mir5624,0.0
Gm24737,0.49
Cycs-ps3,0.0
Gm5668,0.111
Gm36991,0.0
Gm48316,0.0
Gm46389,0.0
Gm48349,-0.31
Snora47,0.0
Gm22661,0.0
Gm48712,0.0
Gm48731,0.0
Gm48745,-0.183
Gm50469,-0.26
Gm32880,0.0
Gm24032,0.135
AC129327.1,0.0
Gm23955,-0.076
Gm8712,-0.141
Cert1,-0.095
Gm48138,-1.437
Gm46436,-0.362
Gm48139,-0.636
Gm48575,0.0
AC154851.1,0.0
Gm48580,0.0
Gm48579,0.0
Gm48609,0.0
Gm48881,0.0
Gm8756,-0.078
Gm48090,0.0
Gm48070,0.0
Rps18-ps4,-0.416
Rps18-ps6,-1.624
Gm47577,-0.551
AC133507.1,0.372
Gm2445,0.0
Gm37425,0.0
Gm48049,0.0
Gm4815,0.0
Gm47550,0.0
Gm18134,-0.067
Rpl27a-ps4,-0.039
Gm47052,0.0
H2bl1,0.0
Gm47057,-0.134
5330431K02Rik,0.609
Gm47158,0.152
1700012J22Rik,0.0
Gm24471,0.0
Gm18413,0.0
Naip3-ps1,0.0
Naip3,0.0
Gm18601,0.0
Rpl31-ps13,0.0
Gm48452,-0.417
AC158536.1,0.0
Gm8847,0.0
AC165159.1,0.0
Gm24261,0.0
Gm16335,0.0
Gm37830,-0.079
Gm41041,0.0
Gm10257,0.0
Gm6114,0.0
Hmgb1-ps9,0.045
Gm2534,-0.473
Gm36994,0.0
Gm19010,0.0
Gm36638,-2.244
Gm19108,0.0
Gm17832,0.0
Gm38133,0.0
Gm47008,0.0
Gm47014,0.0
Gm6211,-0.879
Gm5454,0.0
Gm16416,0.0
AC159301.1,0.0
Gm4938,0.0
Nt5el,-0.231
Gm25631,-0.07
Gm48208,0.0
AC154697.1,0.0
Gm48211,0.0
Gm48212,0.0
Gm48214,0.0
Olfr717-ps1,0.0
Gm7054,0.0
Gm48216,0.0
Dph3b-ps,0.0
Gm24527,0.0
Lrrc70,-1.318
AC154328.1,0.0
Gm48457,0.358
Gm2726,0.0
Gm2736,0.0
Apoo-ps,0.084
Gm32376,0.12
Gm30747,0.0
Gm8990,0.0
Rps3a3,0.33
CT025614.1,0.0
Mir582,0.0
Mir1904,0.0
Gm5455,0.0
Gm48533,0.0
Gm48534,0.0
Gm30839,0.0
Gm48547,0.0
Gm15285,0.0
Gm15289,-0.097
Gm49496,0.0
Gm10736,0.0
Setd9-ps,-0.25
Gm9025,0.0
Gm31104,0.0
Gm37427,0.0
Gm3226,0.065
Gm18883,0.0
Gm26943,0.0
Gm8795,-0.164
Mir449c,0.0
Mir449b,0.0
Mir449a,0.0
Gm10735,-1.266
Gm9848,0.0
Gm49564,0.0
Cspg4b,0.083
Gm31191,0.0
Gm47426,0.0
Gm6343,-0.115
Gm47462,0.0
Gm47463,0.0
Gm47464,0.0
Gm47479,-0.554
Gm37907,0.0
4631422I05Rik,-1.046
Gm47558,-0.643
Gm47569,0.0
Gm41073,0.0
Gm47776,-0.307
Gm49395,-0.853
CT009494.1,0.0
Gm18759,0.0
Gm47891,0.0
Gm6035,-0.817
Gm47892,0.0
Gm18135,0.0
Gm47893,0.0
Rpl34-ps2,-0.118
Gm29764,0.0
Gm47912,0.0
Gm29767,-0.229
Gm48026,0.0
Gm18945,0.0
Gm6421,0.0
Gm5200,-0.1
Gm26349,0.0
Gm9633,0.0
Gm47563,0.0
Gm9098,0.0
Gm47330,0.0
Gm18361,0.0
Gm47335,0.0
Gm48300,0.0
AC123738.1,0.0
Gm21358,0.11
Gm37619,0.0
Gm21181,0.0
Gm20784,0.0
Gm21370,0.0
AC238811.1,0.0
AC238811.2,0.0
Gm31544,0.0
Gm21378,0.0
Gm20769,0.0
Gm20763,-0.22
Gm20900,-0.892
Gm9637,0.0
Gm5630,0.129
Gm33022,0.0
Gm6122,0.0
Gm48098,0.0
Gm8584,-0.099
Gm8582,0.0
Gm48785,0.0
Gm7089,0.0
Gm18275,0.0
Gm48782,-0.08
Gm48781,0.0
Gm15916,0.0
Gm22499,0.0
Gm4939,-1.033
Gm6781,-0.285
Gm22350,0.0
Gm7084,0.0
CU024892.1,0.0
Gm48481,0.0
Gm6773,-0.073
Gm19290,0.425
Gm48320,0.0
Gm48312,0.0
Pou5f1-rs6,0.0
Gm18078,0.0
Tpi-rs9,0.0
Gm47797,0.306
Rpl31-ps3,-2.006
Gm8517,-0.93
Gm8514,0.0
Gm47779,0.0
Gm10403,0.0
Gm47763,0.0
Gm47759,-0.185
Gm47756,0.0
Gm47743,0.414
Gm18142,0.0
CT025538.1,0.0
Gm19018,-0.05
Gm8483,0.0
Gm21063,0.0
Gm6734,0.0
Gm48859,0.0
Gm3895,0.0
Csnk2a1-ps1,0.0
Gm25964,0.0
Gm3637,0.0
Rpl19-ps4,-0.066
Gm15913,0.0
Gm48515,-0.222
Gm5457,-0.729
Gm48266,1.014
Gm18077,-0.05
Gm17805,0.0
Gm48267,0.574
Gm24578,0.0
Gm49355,0.253
Gm48603,-0.04
Gm48600,-1.052
Gm48601,1.381
Gm48602,0.423
Gm8438,-0.079
Gm48592,0.0
AC158396.1,0.0
Mir5124b,0.0
Rpl21-ps4,0.433
Slc25a5-ps,-1.422
Gm48437,0.424
Gm22053,0.0
Gm48442,-2.843
Gm48430,-0.86
Gm48438,-0.948
Mnd1-ps,-0.388
Hmgb3-ps,0.0
Gm18071,0.0
Gm9800,-0.574
Gm20241,0.0
Cfap20dc,-0.419
Gm8416,0.0
Gm8396,0.0
Gm26661,0.0
Gm10044,0.004
Gm47876,0.0
Gm17121,0.0
Gm3760,0.0
Gm8379,0.0
Gm5456,0.0
Gm16525,0.0
Gm47764,0.0
Gm47749,0.0
Gm47747,0.0
Gm3466,0.0
Gm33933,0.0
Lamtor3-ps,0.0
Gm8340,0.0
Gm3618,0.0
Gm21772,0.0
Gm3208,0.0
Gm26991,0.0
Gm3275,0.0
Gm17045,0.0
Gm3261,0.0
Gm17048,0.0
Gm17047,0.0
Gm3242,0.0
Gm17046,0.0
Gm17158,0.0
Gm26557,0.0
Gm3170,0.0
Gm3344,0.0
Gm26731,0.0
Gm8266,0.0
Gm26746,0.0
Gm3348,0.0
Gm17126,0.0
Gm3339,0.0
Gm3326,0.0
Gm3140,0.0
Gm17069,0.0
Gm10410,0.0
Gm8305,0.0
Gm3091,0.0
Gm3084,0.0
Gm17073,0.0
Gm26898,0.0
Gm8164,0.0
Gm3030,0.0
Gm17074,0.0
Gm17170,0.0
Gm17086,0.0
Gm17085,0.0
Gm11105,0.0
Gm17152,0.0
Gm11107,0.0
Gm17129,0.0
Gm2907,0.0
Gm26570,0.0
Gm21965,0.0
Gm2877,0.0
Gm2871,0.0
Gm2866,0.0
Gm17107,0.0
Gm11109,0.0
Gm8324,0.0
Gm8323,0.0
Gm26817,0.0
Gm17223,0.0
Gm4904,0.0
Gm17222,0.0
Gm17221,0.0
Gm17051,0.0
Esd-ps,0.0
Gm48109,0.0
Gm36704,0.0
Gm7352,0.0
Gm18577,0.0
Gm49800,0.0
Gm48157,0.0
Gm17030,0.0
Gm7371,0.0
Gm49341,-0.255
Gm48339,0.0
Gm48394,0.0
Gm24912,0.0
Gm2048,0.0
Mir6946,0.0
AC121599.1,-0.058
Gm6128,0.0
AC163681.1,-0.067
Gm23502,0.186
Gm37590,0.0
C130012C08Rik,0.735
Gm5670,0.0
Gm7473,0.0
Gm46443,0.496
5430425E15Rik,0.0
Gm6158,-0.806
Gm52992,-0.065
Mir7210,0.0
Gm52991,0.0
Gm49098,-0.029
Gm52995,0.0
Gm19034,-0.192
AC161374.1,0.0
Gm53003,0.0
Gm18276,0.0
Gm53004,0.0
AC154573.1,-0.199
Gm41109,0.0
Gm53005,0.0
Gm47907,-0.543
Gm47909,0.0
Mir3075,0.0
1700054O19Rik,-0.182
Gm27185,0.0
Gm19013,0.0
Gm18578,0.0
Crb1-ps,0.0
Gm24031,0.0
Gm2178,0.079
Gm18215,0.0
Gm7565,-0.974
Mir7672,0.0
Gm41115,0.0
Gm7591,-0.401
Gm49616,-0.545
Gm25697,0.0
Gm7604,0.0
Gm18398,0.514
Gm20242,1.238
Gm18079,0.0
Gm6043,0.327
Gm48005,0.0
AC154262.1,0.0
Gm7633,0.0
Mir6947,0.0
Gm18760,-0.832
Gm50467,-0.175
Gm47570,-0.228
Gm18072,-0.139
Gm47576,0.0
Gm7621,1.143
Gm18681,0.0
Mir3076,0.0
Gm15667,-0.085
Snord69,0.0
Gm24916,0.0
Snord19,0.0
Gm49094,0.0
Gm5459,0.0
Gm49252,-0.528
Gm49270,-0.706
Gm49387,0.0
Gm49308,-0.872
Gm49309,-1.084
Gm22876,0.0
AC154846.2,0.0
Gm49084,0.0
AC154846.1,0.0
Gm18909,0.0
Gm23946,-0.283
Gm49196,0.252
Gm7707,0.393
Gm49743,-0.077
Gm7734,0.0
Gm49029,0.0
Gm25498,0.0
Gm6340,0.0
Gm49037,0.0
Gm46448,0.221
Gm26228,0.0
Gm49129,0.0
Gm24998,0.0
Gm7778,0.0
Rpl23a-ps3,-0.093
Gm18884,0.0
Gm49168,0.0
Gm18813,0.0
Gm49203,0.0
Gm49202,0.0
Gm3219,-0.32
Gm48953,0.0
Mir346,0.0
Gm49034,0.0
Gm19016,0.031
Gm49039,0.0
Gm49040,0.0
Gm46474,0.0
Gm19129,0.0
Gm7853,0.0
Gm48663,0.0
Gm24394,0.0
Gm17940,0.0
Gm25204,0.0
Gm47885,0.0
Gm18834,0.34
Gm22469,0.0
Gm23909,0.0
Gm47971,0.0
Gm5203,-0.065
Gm5204,0.0
Gm47974,0.0
Gm18523,0.0
Gm35389,0.0
Eif1-ps1,-1.392
Gm4817,0.0
Gm48028,0.0
CU062626.1,0.0
Gm2791,0.0
Gm5205,0.0
Gm48040,-0.198
Gm7920,0.0
Gm47114,0.0
Gm7925,0.0
AC124400.1,0.0
Gm9671,0.0
Gm2855,0.0
Gm7953,0.0
Gm2878,0.0
Gm6490,0.0
Gm17061,0.0
Gm17159,0.0
Gm3077,0.0
Gm8065,0.0
Gm17062,0.0
Gm9890,0.0
Gm17063,0.0
Gm2930,0.0
Gm7991,0.0
1700091H14Rik,0.0
Gm17064,0.0
Gm17166,0.0
Gm17165,0.0
Gm17038,0.0
Gm17164,0.0
Gm2951,0.0
Gm2959,0.0
Gm49360,0.0
Gm2966,0.0
Gm48134,0.0
Gm8032,0.0
Gm17204,0.0
Gm17162,0.0
Gm5929,0.0
Gm3008,0.0
Gm17161,0.0
Gm3025,0.0
Gm7152,0.0
Gm48217,-0.359
Gm3102,0.0
Gm3111,0.0
Gm6536,-0.023
Gm3123,0.0
Gm49873,0.0
Cdv3-ps,-0.862
Gm8114,0.0
Gm3141,0.0
Gm49141,-0.262
Gm7316,0.0
Gm49146,0.604
Gm17153,0.0
Gm17155,0.0
Gm17154,0.0
Gm9597,-0.822
Gm49315,0.0
Gm49072,0.0
Gm21162,0.0
Gm3216,0.0
Gm3221,0.0
Gm8046,0.103
Gm8161,0.0
Gm9672,0.0
Gm17208,0.0
Gm49078,0.0
Gm49080,0.0
Gm9587,0.0
Gm49082,0.0
Gm49081,0.0
Ear-ps12,0.0
Ang-ps2,0.0
Ear-ps9,0.0
Ear-ps8,0.0
Ang-ps3,0.0
Gm9550,0.0
Ear-ps7,0.0
Ear-ps10,0.0
Gm8194,0.0
Ear-ps2,0.0
Ang-ps1,0.0
Gm16545,0.0
Gm49102,-0.033
Gm49103,0.0
Gm18216,0.0
Gm8207,0.0
Gm49104,0.0
Gm49110,0.0
Gm6532,-0.269
Gm49111,0.0
Gm49109,0.0
Gm8224,0.0
Gm3370,0.0
Gm21991,0.0
Gm17184,-0.038
Gm17183,0.0
Gm16439,0.571
Gm8256,0.0
Gm9593,0.0
Gm21754,0.0
Gm6541,0.0
Gm49142,0.0
Gm17187,0.0
Gm49143,0.0
Gm17070,0.0
Gm34198,0.0
Gm16976,-0.156
Gm18524,0.0
Gm49148,0.0
Gm49147,0.0
Mir327,0.0
Gm49364,-0.049
Gm21010,0.0
Gm49181,0.0
Gm49183,0.0
Gm49184,-0.219
Gm15765,0.0
Ero1a,0.072
9630050E16Rik,-0.747
Gm5206,-0.174
Gm49125,-0.857
Mir5131,0.0
Gm7206,0.0
Gm15516,0.0
Gm8317,-0.31
Gm15220,0.0
Gm46475,0.0
Gm6580,0.0
Gm37257,0.0
Ubb-ps,0.199
Gm49319,0.613
Gm18761,0.0
Gm48939,-0.573
Gm48958,-0.916
Mir378c,0.0
Gm49132,-0.388
AC159006.1,0.0
Gm49134,-0.299
Gm18811,-2.009
Gm49136,0.0
Gm49137,-1.122
Gm49149,-0.063
Gm24378,-0.315
Gm9502,0.783
Gm49190,-0.477
AC123665.1,0.0
Gm8353,0.0
Gm48986,-1.653
Gm6616,0.0
Gm6055,0.031
9530086P17Rik,-0.13
Gm49310,-0.643
Gm49307,-2.455
Gm6498,0.0
Gm18962,0.0
Gm3534,0.092
Gm49096,-0.179
Gm49154,0.0
Gm48909,-0.653
AC166574.1,0.0
Gm49153,0.7
Gm22699,0.0
Gm49152,0.0
Gm46453,0.0
Gm49155,0.0
Gm23470,0.193
Gm49204,-1.741
Rpl19-ps3,-0.322
Gm48936,0.058
Gm22116,0.0
Gm16082,0.133
Gm48950,0.204
Gm48948,-0.258
Gm8417,0.0
Gm49133,0.0
Gm37194,-1.431
Olfr737-ps1,0.0
Gm19109,0.0
Gm45192,0.0
Gm18762,0.0
AC140280.1,0.0
Gm10916,-2.136
Gm48938,0.0
Rpph1,-0.176
Gm49342,0.0
Gm38316,-0.663
Gm8518,0.0
Gm49038,0.0
Ear-ps1,0.0
Gm49245,0.0
Gm7106,0.0
Gm7107,-0.189
Gm16289,0.0
Vmn2r-ps110,-0.336
Vmn2r-ps111,0.0
Gm16290,0.0
Gm19156,0.0
Gm19157,0.0
Gm19158,0.0
Gm17186,0.0
Gm49261,0.0
Ear-ps3,0.0
Ear-ps4,0.0
Gm6047,0.0
Ear-ps5,0.0
Gm22354,0.0
Gm8586,-0.986
Gm49258,-0.419
Snord8,-0.336
Gm43766,-0.882
Gm23758,0.0
Gm26328,0.0
Gm4742,0.0
Gm37504,0.0
Gm43250,0.0
Gm43512,1.244
Gm36382,0.0
Gm36448,0.0
Gm42988,0.0
Gm5408,0.0
Gm6740,-0.172
Rps19-ps2,0.299
Gm8704,0.0
Gm43104,-0.245
Trav7d-6,0.0
Gm6755,0.0
Rps19-ps1,-0.157
Gm3922,0.0
Gm18711,0.0
Gm43551,0.0
Gm43550,0.0
Trav13-5,-1.622
Gm43304,0.0
Gm3945,-0.172
5430430K15Rik,-0.374
AC164433.1,0.0
Rnu6-ps1,0.0
Mir686,0.0
Mir6948,0.0
Gm17772,0.0
Gm8865,1.011
Gm20521,0.0
Mir208a,0.0
Mir208b,0.0
Gm10364,0.241
Gm20687,0.0
Gm49020,-0.303
Gm23596,0.0
Gm46455,0.0
Gm49021,0.0
Gm6852,0.0
Gm49023,0.0
Gm8894,-0.198
Gm49117,0.0
Gm49378,0.0
Gm49299,0.0
Gm25887,0.0
Mcpt-ps1,0.131
Gm48927,0.0
Gm48934,0.0
Gm5801,-0.366
Mir6949,0.0
AC091783.2,0.0
Gm9547,0.0
AC091783.1,0.0
Gm8961,0.0
Gm8963,0.0
AC091783.3,0.0
Gm24118,0.0
Gm4819,-0.004
Gm48200,0.0
Gm24392,0.0
Btf3-ps18,0.444
Gm4479,-0.386
Gm48906,0.0
Gm22498,0.0
Gm22218,0.0
Gm8983,-0.782
Gm48725,0.0
Gm8996,0.0
Gm23593,0.0
Gm8971,-0.479
Gm29717,0.132
Gm15836,0.0
Gm49361,0.0
Gm26440,-0.118
Gm20430,-0.141
Mir3077,0.0
Gm22738,-0.433
Gm9012,-0.095
Gm17109,0.0
Gm18080,0.0
Gm25614,0.0
Gm9022,0.0
Rpl13-ps3,-0.466
Phf11,0.0
Gm16301,-0.785
Gm18073,-1.036
Gm19716,-0.543
Gm9013,-1.381
Gm6913,0.0
Gm16261,-0.226
Nupl1,-0.394
Gm47694,-0.419
Mir719,-0.141
Gm6066,-0.004
Gm47810,0.0
Gm19097,-0.126
Gm5461,0.0
Gm49298,-0.334
Rps12-ps2,-0.15
Vmn1r-ps136,-0.755
Gm4118,0.125
Mir16-1,0.0
Mir15a,0.0
Gm37420,-2.339
Gm37472,-2.363
Gm37820,0.737
Gm47952,0.0
Gm47953,0.0
Gm6076,0.0
Gm24625,0.0
Gm5802,0.117
Gm35595,0.0
AC154516.1,0.0
Gm25162,0.0
Gm18146,-0.251
Gm47505,0.0
Mir8098,0.0
Mir6541,-0.099
Gm21021,0.0
Gm19198,0.0
Gm17941,0.0
Gm23629,0.0
mmu-mir-12185,0.0
Gm21430,0.0
Gm47074,0.0
Mir598,0.0
Mir124a-1,0.0
Mir3078,0.0
Gm26225,0.249
Gm37183,0.027
Gm20111,0.0
Gm4573,-0.164
Gm48299,0.0
Gm9086,-0.332
Gm19222,0.0
Gm10233,0.0
AC120425.1,0.0
Gm9130,0.535
4930578I07Rik,0.0
Gm9570,0.152
Gm24258,0.0
Gm24981,0.0
Gm47010,0.0
Mir6539,0.0
Gm19216,0.0
Gm22319,0.0
Gm46476,0.0
Gm47256,0.04
Rps2-ps5,-1.02
Gm37762,-0.258
Gm20236,0.0
Gm31748,0.0
Gm21451,0.0
Gm38378,0.0
Gm37094,0.0
Gm37847,0.0
Gm37513,0.0
Mir6950,0.0
Gm17740,0.0
Gm49288,-0.056
Gm4240,-0.455
Gm9174,0.0
Gm22725,0.0
Gm24890,-0.379
Mir320,0.0
Gm49244,-0.227
Gm37455,0.0
Gm9192,0.0
Gm23735,0.0
Gm49290,0.0
Mlnr-ps,-0.128
Gm4606,0.106
Gm49295,0.0
Gm9198,0.0
Mir687,0.0
Gm49131,0.0
Gm4266,0.0
AC131029.1,0.0
Gm16409,-0.123
Gm18683,-0.188
Cbx3-ps6,-0.148
Gm49170,0.808
Gm6986,0.0
Gm49174,0.0
Gm9212,-0.126
AC146617.1,0.0
Gm18147,0.0
Cby2,0.0
Gm23622,0.0
Gm48931,0.0
Snora31,-1.317
Gm25517,0.448
Rps2-ps6,-0.509
Fkbp1a-ps1,0.0
Gm4291,0.0
Gm10132,0.425
Gm49001,0.667
Gm48955,0.0
Mir1971,0.0
Gm48959,0.0
Gm4821,0.834
Gm48998,0.936
Gm26251,0.0
Gm18368,-0.202
Gm49009,0.0
Gm30584,-0.136
Gm19098,-0.161
Gm6997,-0.57
Gm49011,0.0
Gm30970,0.217
Gm49028,0.0
Mir759,0.0
Gm18605,0.0
Gm17923,0.0
Gm9578,0.0
Gm49043,0.0
Gm19120,0.0
Gm49044,0.0
Gm49045,0.0
Cyp2c73-ps,0.0
Gm19311,0.0
Gm18525,0.0
Gm19050,0.0
Gm49047,0.0
Gm49049,0.0
Gm49050,0.0
Gm49051,0.0
Gm24774,0.0
Gm49052,0.0
Gm49053,0.0
Gm49055,0.0
Gm49056,0.0
Gm29800,0.0
Gm49057,0.0
Gm7004,-0.621
Gm9264,0.0
Gm49059,0.0
Gm49060,0.0
Gm49061,0.0
Gm49062,0.0
Gm49063,0.0
Gm23926,0.0
Gm4350,0.0
Gm25115,0.0
Gm49157,0.0
Gm49158,0.0
Gm49159,-0.996
Gm49193,0.0
Gm37002,0.0
Gm23278,0.0
Gm49199,-0.309
Gm33121,0.0
Gm49197,-0.23
Gm48922,0.0
CT573046.1,0.0
Gm18812,0.0
Gm4355,0.0
Rps3a2,-1.363
Gm9274,0.0
Gm48929,0.0
Gm9275,0.0
Gm48930,0.0
Gm36946,0.0
Gm17882,0.0
Gm25886,0.0
Gm25415,0.0
Gm10110,0.416
AC159103.1,0.0
Gm25495,0.0
Gm18082,0.0
Gm23225,0.0
Gm7272,0.0
Gm48943,0.0
Gm48944,0.0
Gm24127,0.0
Gm37341,0.0
Gm7232,0.0
Gm48962,0.0
Gm48963,0.0
Gm23509,0.0
Gm9247,0.296
Gm17922,0.186
Gm48964,0.593
Gm48967,0.032
C230086J09Rik,-0.191
Gm48981,0.0
Gm48982,0.0
Gm23324,0.0
Gm48983,0.0
Gm18074,0.0
Gm24680,0.0
Gm9721,0.0
Gm48989,0.0
Gm48990,0.0
Gm48991,0.0
Gm48994,0.0
Gm5207,0.0
Gm48995,0.0
Gm18885,0.0
Gm19099,0.0
Gm15515,0.0
Gm24043,0.0
Gm25133,0.0
Gm49006,0.0
Gnb1-ps2,0.0
Gm18926,0.0
Gm24770,0.0
Gm9287,0.0
Gm23276,0.0
Gm9290,-0.563
Gm25831,0.0
Gm16331,0.0
Gm26006,0.0
AC122309.1,0.0
Gm46477,0.0
Gm49017,0.092
AC140208.1,0.0
AC156936.1,0.0
Gm27034,0.0
Gm18148,-0.462
Gm49026,-0.485
Gm4412,0.0
Gm22984,0.0
Gm25130,0.0
Gm49218,-0.112
Gm49219,0.0
Gm49220,0.0
Gm9298,0.259
Gm37093,0.0
Gm22970,0.0
Gm5958,0.0
Gm16260,0.0
CT009489.1,0.0
Gm9302,0.0
Gm24345,0.0
Gm49238,-0.105
Gm23538,0.0
Gm49239,0.0
Hspd1-ps5,0.0
Gm34417,-0.19
Gm18075,0.0
Gm49269,0.0
AC154477.1,0.0
Gm5854,-2.027
AC074211.1,0.0
Mir5130,0.0
Rpl17-ps7,-0.839
Gm4654,0.064
Gm37910,0.0
AC129299.1,0.0
Obi1,-0.0
Gm49205,0.0
Gm22021,0.0
Gm25724,0.0
Gm24280,0.0
Gm5671,0.0
Gm48937,0.0
Gm6201,-0.084
AC141878.1,0.0
Gm24207,-0.161
Gm16259,-1.094
Mir6390,0.0
Frg2f4,0.0
Gm4775,0.0
Gm48971,0.0
Gm23459,0.0
Gm48973,0.0
Gm48974,0.0
Gm17366,0.0
Gm23437,0.0
Gm9334,0.0
Gm19146,0.0
Gm9335,0.0
Gm48976,0.0
Gm24229,0.0
Rpl27a-ps2,-0.032
Gm18977,0.0
Gm7313,0.0
Gm25901,0.0
AC170600.1,0.0
Gm48980,0.0
Gm17932,0.0
AC102603.1,0.0
Gm26255,0.0
Gm48987,0.0
Gm9348,0.0
Gm48988,0.088
Gm48993,0.085
Gm18580,-0.056
Gm53007,-0.01
Gm53008,1.016
Gm48999,0.0
Gm22764,0.0
Gm49000,0.0
Gm20127,0.0
Gm4822,0.0
Gm19223,0.0
Gm4486,0.0
Gm49005,0.0
Gm4487,0.0
Gm5209,0.0
Gm18369,0.0
Gm19829,-0.096
Gm37495,0.0
Mir17,0.0
Mir18,0.0
Mir19a,0.0
Mir20a,0.0
Mir19b-1,0.0
Mir92-1,0.0
Gm18367,0.0
Gm38045,0.0
Mir6239,0.0
Mir6241,0.0
Gm23669,0.0
Gm5672,0.0
Gm49033,0.0
Gm23302,0.0
Mir6391,0.0
Gm22379,0.0
Gm6087,0.0
Gm6212,-0.249
Gm48985,-0.143
Gm20167,0.0
Rpl19-ps5,-0.062
AC125405.1,0.0
Gm18076,0.0
Gm9391,-0.097
Gm49031,0.0
Gm4529,0.131
Gm9395,0.0
Gm6254,-0.592
Gm17082,-1.389
AC154683.1,0.0
Gm9399,0.0
Gm18143,0.0
Gm49259,0.0
Gm49260,-0.57
AC158532.1,0.0
Gm49294,0.0
Gm49297,0.697
Btf3-ps4,-0.045
Gm25272,0.0
Gm15422,1.041
Gm49070,-0.04
Gm49071,-0.124
Olfr277-ps1,0.317
Gm49069,1.568
Gm9614,0.0
Gm49222,0.0
Gm49232,0.0
Gm7962,-0.094
Gm22031,0.0
Gm4823,0.0
Gm17873,-0.085
Gm49286,-0.157
Gm49301,0.0
Gm49073,0.0
Gm49074,0.0
Gm16374,-0.342
Gm25652,0.0
Gm16077,0.0
Snord72,-0.738
Gm10250,0.04
Gm15937,-0.951
Gm49093,0.0
Gm2157,-0.114
Gm2150,0.0
Gm46496,-0.317
5430437J10Rik,-0.664
Gm18715,-0.056
Gm8043,0.0
Gm49095,0.0
Gm8047,0.0
AC099884.1,0.0
Gm18888,0.0
Gm7666,-0.057
Gm38282,0.0
Gm16030,0.0
Gm49206,0.0
Gm37743,0.0
Gm19227,0.0
Rpl19-ps6,-0.301
Gm24144,-0.176
Gm2348,0.0
Gm49250,0.0
Gm37310,-1.073
Gm5043,0.0
Gm5210,0.0
Gm8139,0.0
Gm5219,0.0
Gm50456,0.0
Gm21973,0.0
Gm17044,-0.091
Gm8174,-0.707
Gm29742,0.0
Gm49068,0.0
Gm24844,0.0
Gm2559,0.0
Mir1898,0.0
Gm2573,0.0
Gm2581,-0.394
Gm46497,0.0
Gm2606,0.0
F830212C03Rik,0.0
Gm49276,0.0
Gm17756,-0.118
Gm49277,0.0
Gm49100,1.027
Gm8238,-0.606
Gm4940,0.0
Gm49112,0.0
Gm18714,0.0
Gm49114,0.0
Gm49115,0.0
Gm9630,0.0
Gm49118,0.0
Gm49119,0.0
Gm25550,0.0
Gm49122,0.0
Gm29753,0.0
Gm6479,0.0
Gm2611,0.0
AC127413.1,0.0
Gm2638,0.0
Gm18532,0.0
AC118250.1,0.0
Gm8318,0.136
Gm49138,0.0
Gm49139,0.0
Gm49140,0.0
Gm8328,-0.156
Gm18533,0.0
Gm49161,0.0
Gm8341,-0.192
Gm18741,0.0
Polr2d-ps1,0.0
Gm49176,0.0
Gm25976,0.0
Gm37815,0.0
Gm19207,0.0
Gm49177,0.0
Gm49178,0.0
Gm49182,0.637
Gm25711,0.0
Gm19371,0.0
AC116657.1,0.0
Gm38234,0.0
Gm49187,-0.094
Hnrnpa1l2-ps2,0.0
Gm19840,-0.062
AC157478.1,0.0
Gm6533,-0.222
Gm48915,0.0
Gm23980,0.0
Gm48916,0.0
Gm18582,0.0
Gm48918,0.0
Gm48919,0.0
Gm8408,0.0
Gm36147,0.0
4930540I17Rik,0.0
AC131068.1,0.0
Gm48920,0.0
Gm48921,0.0
Gm2803,0.0
Gm22810,0.0
5830426I08Rik,-0.27
Gm38341,0.0
Gm48996,-0.503
Gm2862,-0.874
Gm4824,-0.525
Mir7212,0.0
AC116390.1,0.0
Marchf11,0.634
9430068D22Rik,-0.741
Gm49265,-1.654
Gm49268,-0.233
Gm6330,-0.808
Gm49266,-0.735
Gm6576,-0.449
Gm23903,0.0
Gm19111,0.0
Tiaf2,0.205
B230362B09Rik,-0.264
Mir7117,0.0
Gm46506,-0.144
Gm9891,-0.544
Gm20555,-1.036
Gm19883,-0.591
Gm8472,0.723
Gm49234,0.0
Gm49278,0.0
Gm49279,0.0
Gm8484,0.0
Gm49280,0.0
Mir3964,0.0
Gm23033,0.0
Gm49281,0.0
Gm24554,0.0
Gm23327,0.0
Gm5212,0.0
Gm26163,0.0
Gm49283,0.614
AC123531.1,0.0
Gm26416,0.0
Fam136b-ps,0.0
Gm49296,0.923
Gm49300,0.0
Gm6361,0.0
Marchf6,0.382
Gm49214,-0.313
Gm49215,-0.758
Gm49284,0.411
Gm46522,0.0
Gm18003,0.0
Gm49285,0.0
Snord123,0.0
1700084J12Rik,0.362
Gm49088,0.0
Gm49089,-0.285
Gm9643,0.0
Gm49091,0.0
9930017N22Rik,-0.756
Gm18949,-0.262
Gm24523,0.0
D730044K07Rik,-0.317
Gm49188,-0.036
Gm49195,0.219
Gm22208,-0.211
Gm48932,-0.529
4921515G04Rik,0.539
AC166356.1,-0.173
Gm24771,0.0
Gm48966,0.141
Gm7968,0.242
Mir599,0.0
Mir875,0.0
Gm18994,0.019
9130002K18Rik,0.287
Gm48965,0.745
Gm48961,-0.269
Gm18889,-0.106
Gm22979,0.0
Gm23754,0.0
Mir8097,0.0
Gm9501,0.0
Rpl7a-ps3,0.0
Gm49246,0.048
Gm6704,-0.329
Gm9509,0.0
Gm8664,0.0
Gm16138,-0.396
